"Zone" "Ward" "Area" "Location" "Street" "Cases" "importDate"
9 112 "Kodambakkam" "Trustpuram" "Trustpuram 6th Cross Street" 3 2021-05-08
9 113 "Nungambakkam" "Nungambakkam" "Rama Street" 3 2021-05-08
9 113 "T.Nagar" "T.Nagar" "Prakasam Street" 3 2021-05-08
9 114 "Chepauk" "Chepauk" "Pillaiyar Koil Street" 4 2021-05-08
9 114 "Chepauk" "Chepauk" "Office Venkatachala Street" 3 2021-05-08
9 115 "Triplicane" "Triplicane" "Deveraj Mudali Street" 5 2021-05-08
9 115 "Triplicane" "Triplicane" "Hakkim Maqdoom Ashraf Street" 4 2021-05-08
9 115 "Royapettah" "Allthottam" "R.O.B Main Street" 3 2021-05-08
9 116 "Triplicane" "Triplicane" "Sundaramurthy Vinayagar Koil Street" 4 2021-05-08
9 116 "Triplicane" "Triplicane" "Venkatarangam Pillai Street" 4 2021-05-08
9 116 "Triplicane" "Triplicane" "Chengalvarayan Mudali Street" 3 2021-05-08
9 116 "Chepauk" "Chepauk" "Big Street Liberty Lane" 3 2021-05-08
9 117 "Teynampet" "Teynampet" "Anna Salai" 5 2021-05-08
9 117 "T.Nagar" "T.Nagar" "Melony Road" 4 2021-05-08
9 117 "T.Nagar" "T.Nagar" "Hindiprasara Saba St" 3 2021-05-08
9 117 "T.Nagar" "Lala Thottam" "Mambalam High Road" 3 2021-05-08
9 118 "Royapettah" "Royapettah" "Muthu Street" 6 2021-05-08
9 118 "Teynampet" "Venus Colony" "Venkatarathinam Salai" 5 2021-05-08
9 118 "Royapettah" "Royapettah" "Srinivasaperumal Sannathi I Street" 4 2021-05-08
9 118 "Teynampet" "Teynampet" "Muthiah Street" 3 2021-05-08
9 119 "Mylapore" "Mylapore" "Venkatachalam Street" 3 2021-05-08
9 119 "Royapettah" "Royapettah" "Avvai Shanmugam Salai Alias Llyods Road" 3 2021-05-08
9 120 "Triplicane" "Triplicane" "Gajabathy Lala Street" 4 2021-05-08
9 120 "Royapettah" "Royapettah" "Elephant Tank 2nd Street" 3 2021-05-08
9 121 "Mylapore" "Mylapore" "P.S Sivasamy Street" 3 2021-05-08
9 122 "Raja Annamalai Puram" "Boat Club Road" "Boat Club Road" 3 2021-05-08
9 123 "Mylapore" "Luz" "Luz Church Road" 6 2021-05-08
9 123 "Teynampet" "Teynampet" "Periyar Salai" 5 2021-05-08
9 123 "Raja Annamalai Puram" "Raja Annamalai Puram" "Raja Annamalaipuram 1st Main Road" 4 2021-05-08
9 123 "Teynampet" "Teynampet" "Eldams Road" 4 2021-05-08
9 123 "Teynampet" "Teynampet" "T.T.K Road" 3 2021-05-08
9 123 "Alwarpet" "Abiramapuram" "Abiramapuram 4th Street" 3 2021-05-08
9 123 "Raja Annamalai Puram" "Raja Annamalai Puram" "Raja Annamalaipuram 3rd Main Road" 3 2021-05-08
9 123 "Raja Annamalai Puram" "Raja Annamalai Puram" "Raja Annamalaipuram 7th Main Road" 3 2021-05-08
9 123 "Raja Annamalai Puram" "Raja Annamalai Puram" "Canal Bank Road" 3 2021-05-08
9 124 "Mylapore" "Mylapore" "Thatchi Arunachalam Street" 6 2021-05-08
9 124 "Mylapore" "Mylapore" "New Street" 5 2021-05-08
9 124 "Mylapore" "Mylapore" "Abraham Street" 3 2021-05-08
9 124 "Mylapore" "Kutchery Road" "Kutchery Lane" 3 2021-05-08
9 125 "Mylapore" "Santhome" "Santhome High Road" 4 2021-05-08
9 125 "Mylapore" "Mylapore" "Appu Street" 4 2021-05-08
9 125 "Mylapore" "Kuyil Thottam" "Kuyil Thottam S.C.B. Tenement" 3 2021-05-08
9 125 "Mylapore" "Karaneeswararpuram" "Karaneeswarar Pakoda Street" 3 2021-05-08
9 126 "Raja Annamalai Puram" "Pattinambakkam" "Loop Road" 6 2021-05-08
9 126 "Mandavelipakkam" "Mandavelipakkam" "Arunagiri Street" 5 2021-05-08
9 126 "Mandavelipakkam" "Mandavelipakkam" "Sivaraman Street" 3 2021-05-08
10 127 "Virugambakkam" "Chinmaya Nagar Stage Ii" "Ani Street - Chinmaya Nagar Stage Ii" 6 2021-05-08
10 127 "Koyambedu" "Koyambedu" "Inner Ring Road Jawaharlal Nehru Salai" 3 2021-05-08
10 127 "Koyambedu" "Saf Games Village" "B9 - BLOCK" 3 2021-05-08
10 127 "Virugambakkam" "Natesan Nagar" "3 Main Road - Natesan Nagar" 3 2021-05-08
10 128 "Virugambakkam" "Virugambakkam" "Vembuliamman Koil Street" 8 2021-05-08
10 128 "Virugambakkam" "Virugambakkam" "Arcot Road" 5 2021-05-08
10 128 "Virugambakkam" "Virugambakkam" "Reddy Street" 3 2021-05-08
10 128 "Nesapakkam" "Nesapakkam" "Annai Sathiya Nagar 10th Street" 3 2021-05-08
10 129 "Saligramam" "Saligramam" "Arunachalam Street" 4 2021-05-08
10 129 "Saligramam" "Arcot Salai" "Arcot Salai" 4 2021-05-08
10 130 "Vadapalani" "Vadapalani" "Gangai Amman Koil 4th Street" 3 2021-05-08
10 130 "Vadapalani" "Vadapalani" "N.S.K Salai" 3 2021-05-08
10 130 "Vadapalani" "Vadapalani" "Balaji Avenue" 3 2021-05-08
10 131 "K.K.Nagar" "K.K.Nagar" "A.P. Patro Salai" 6 2021-05-08
10 131 "K.K.Nagar" "K.K.Nagar" "P.T. Rajan Road" 5 2021-05-08
10 131 "Saligramam" "Vijayaragavapuram" "Vijayaragavapuram 4th Street" 4 2021-05-08
10 131 "K.K.Nagar" "K.K.Nagar I Sector" "K.K.Nagar I Sector 1st Street" 3 2021-05-08
10 133 "West Mambalam" "West Mambalam" "Postal Colony Ii Street" 3 2021-05-08
10 134 "Kodambakkam" "United India Colony" "United India Colony I Main Road" 3 2021-05-08
10 134 "Kodambakkam" "Rangarajapuram" "Nagarjuna Nagar I Street" 3 2021-05-08
10 135 "West Mambalam" "West Mambalam" "Lake View Road" 10 2021-05-08
10 135 "West Mambalam" "West Mambalam" "Jublie Road" 6 2021-05-08
10 135 "West Mambalam" "West Mambalam" "Giri Road" 3 2021-05-08
10 135 "West Mambalam" "West Mambalam" "Ganapathy Street" 3 2021-05-08
10 135 "West Mambalam" "West Mambalam" "Thambaiah Reddy Road Extn" 3 2021-05-08
10 136 "T.Nagar" "T.Nagar" "Venkatraman Street" 3 2021-05-08
10 136 "T.Nagar" "T.Nagar" "Rameswaram Road" 3 2021-05-08
10 139 "Saidapet" "West Saidapet" "Vinayagar Koil Street" 4 2021-05-08
10 139 "Jafferkhanpet" "R.V.Nagar" "R.V.Nagar 69th Street" 3 2021-05-08
10 139 "Jafferkhanpet" "V.S.M. Garden" "V.S.M.Garden Street" 3 2021-05-08
10 139 "Jafferkhanpet" "R.R. Colony" "R.R.Colony Ist Street" 3 2021-05-08
10 141 "T.Nagar" "T.Nagar" "South West Boag Road" 3 2021-05-08
10 142 "Saidapet" "West Saidapet" "Kothaval Chavadi Street" 5 2021-05-08
10 142 "Saidapet" "West Saidapet" "Kavarai Street" 4 2021-05-08
10 142 "Saidapet" "Saidapet" "Jeer Naidu Lane" 4 2021-05-08
10 142 "Saidapet" "Gothamedu" "Godhamedu 3rd Street" 3 2021-05-08
10 142 "Saidapet" "Saidapet" "Jones Road East" 3 2021-05-08
10 142 "Saidapet" "West Saidapet" "Soundareswarar Koil Street" 3 2021-05-08
11 143 "NOLAMBUR" "GURUSAMY ROAD" "VGN MINERVA" 8 2021-05-08
11 143 "NOLAMBUR" "PERIYA NOLAMBUR" "AYSHVARYAM APARTMENT, PHASE 2" 7 2021-05-08
11 143 "NOLAMBUR" "GURUSAMY ROAD" "JAINS SUNDERBANS" 4 2021-05-08
11 143 "NOLAMBUR" "CITY LIGHT MEADOWS" "ANDAL STREET" 4 2021-05-08
11 143 "NOLAMBUR" "4TH BLOCK" "4th Block 15th Street 2nd Cross Street" 4 2021-05-08
11 143 "NOLAMBUR" "4TH BLOCK" "RAMALINGAM SALAI" 3 2021-05-08
11 143 "NOLAMBUR" "PERIYA NOLAMBUR" "AYSHVARYAM APARTMENT, PHASE I" 3 2021-05-08
11 145 "NERKUNDRAM" "SAKTHI NAGAR" "SAKTHI NAGAR  C  BLOCK 23RD STREET" 3 2021-05-08
11 145 "NERKUNDRAM" "DHANALAKSHMI NAGAR" "DHANALAKSHMI NAGAR" 3 2021-05-08
11 146 "MADURAVOYAL" "SOUTH MADA STREET" "SOUTH MADA STREET" 5 2021-05-08
11 147 "MADURAVOYAL" "BHARATHY NAGAR" "BHARATHY NAGAR 1ST STREET" 3 2021-05-08
11 148 "NERKUNDRAM" "SARASWATHI NAGAR" "MAIN ROAD" 3 2021-05-08
11 149 "VALASARAVAKKAM" "RADHA NAGAR" "RADHA NAGAR 3RD STREET" 5 2021-05-08
11 149 "VALASARAVAKKAM" "ALWARTHIRUNAGAR" "NEHRU STREET" 3 2021-05-08
11 149 "VALASARAVAKKAM" "KAMAKODI NAGAR" "AGATHIYAR STREET" 3 2021-05-08
11 149 "VALASARAVAKKAM" "VELAN NAGAR" "VELAN NAGAR 8TH STREET" 3 2021-05-08
11 149 "VALASARAVAKKAM" "VELAN NAGAR" "VELAN NAGAR 4TH STREET" 3 2021-05-08
11 149 "VALASARAVAKKAM" "RADHAKRISHNAN NAGAR" "INDIRA GANDHI SALAI" 3 2021-05-08
11 150 "KARAMBAKKAM" "DEVI PARASAKTHI NAGAR" "DEVI PARASAKTHI NAGAR STREET" 5 2021-05-08
11 150 "KARAMBAKKAM" "SAMAYAPURAM NAGAR" "4TH STREET" 4 2021-05-08
11 151 "PORUR" "LAKSHMI NAGAR EXTENSION" "MOORTHY AVENUE 1ST STREET" 5 2021-05-08
11 151 "PORUR" "VENKATESWARA NAGAR" "VENKATESWARA NAGAR 24TH STREET - POOTHAPEDU MAIN ROAD" 3 2021-05-08
11 152 "VALASARAVAKKAM" "S.V.S. NAGAR" "S.V.S. NAGAR" 4 2021-05-08
11 152 "VALASARAVAKKAM" "JANAKI NAGAR" "PRAKASAM STREET" 4 2021-05-08
11 152 "VALASARAVAKKAM" "V.O.C. STREET" "ELUMALAI  KASI STREET" 3 2021-05-08
11 152 "VALASARAVAKKAM" "ARCOT ROAD" "ARCOT ROAD" 3 2021-05-08
11 153 "PORUR" "RAMAKRISHNA NAGAR EXTN.," "RAMAKRISHNA NAGAR EX 11 GANGA KAVARI STREET" 5 2021-05-08
11 153 "PORUR" "SUBHASHREE NAGAR" "SUBHASHREE NAGAR 2ND MAIN ROAD" 4 2021-05-08
11 153 "PORUR" "RAMAKRISHNA NAGAR" "RAMAKRISHNA NAGAR LANE KALATHUMEDU" 4 2021-05-08
11 153 "PORUR" "SAKTHI NAGAR" "SAKTHI NAGAR GANESH AVENUE 8TH STREET" 3 2021-05-08
11 154 "RAMAPURAM" "VENKATESHWARA NAGAR" "VENKATESHWARA NAGAR 11TH  CROSS STREET" 5 2021-05-08
11 154 "RAMAPURAM" "RAMAPURAM" "GANKAIYAMMAN KOLIL STREET" 5 2021-05-08
11 155 "RAMAPURAM" "SENTHAMIL NAGAR" "SENTHAMIL NAGAR  ANNEX 2ND CROSS STREET" 4 2021-05-08
11 155 "RAMAPURAM" "SRI LAKSHMI NAGAR" "SRI LAKSHMI NAGAR" 4 2021-05-08
11 155 "RAMAPURAM" "NATESAN NAGAR" "NATESA NAGAR 2ND MAIN ROAD" 3 2021-05-08
11 155 "RAMAPURAM" "KOTHARI NAGAR" "KOTHARI NAGAR 1ST CROSS STREET" 3 2021-05-08
11 155 "RAMAPURAM" "ANNAI SATHYA NAGAR" "ANNAI SATHYA NAGAR 4TH STREET" 3 2021-05-08
12 156 "MUGALIVAKKAM" "MUGALIVAKKAM" "SSL GREEN PARK" 5 2021-05-08
12 156 "MUGALIVAKKAM" "MUGALIVAKKAM" "AGS COLONY PHASE¿III MAIN ROAD" 4 2021-05-08
12 157 "MANAPAKKAM" "MANAPAKKAM" "BELL NAGAR" 3 2021-05-08
12 157 "MANAPAKKAM" "MANAPAKKAM" "PILLAYAR KOIL 1ST LEFT CROSS STREET" 3 2021-05-08
12 160 "ALANDUR" "ALANDUR" "DHARMARAJA KOIL STREET" 3 2021-05-08
12 161 "ALANDUR" "ALANDUR" "PUDUPET STREET" 5 2021-05-08
12 161 "ALANDUR" "ALANDUR" "MUTHIYAL REDDY STREET" 3 2021-05-08
12 161 "ALANDUR" "ALANDUR" "VEDAGIRI STREET" 3 2021-05-08
12 161 "ADAMBAKKAM" "ADAMBAKKAM" "THIRUVALLUVAR MAIN ROAD" 3 2021-05-08
12 161 "ADAMBAKKAM" "ADAMBAKKAM" "VALLALAR STREET" 3 2021-05-08
12 162 "THILLAI GANGANAGAR" "NANGANALLUR" "THILLAIGANGA NAGAR 29TH STREET" 4 2021-05-08
12 162 "NANGANALLUR" "THILLAIGANGA NAGAR" "18TH STREET, THILLAIGANGA NAGAR" 4 2021-05-08
12 162 "THILLAI GANGANAGAR" "NANGANALLUR" "THILLAIGANGA NAGAR 23RD STREET" 3 2021-05-08
12 162 "PALAVANTHANGAL" "Alandur" "Casa Grande Aristo" 3 2021-05-08
12 162 "PALAVANTHANGAL" "PALAVANTHANGAL" "Bharathiyar 2nd street" 3 2021-05-08
12 163 "ADAMBAKKAM" "ADAMBAKKAM" "RAMAKRISHNAPURAM 3RD STREET" 3 2021-05-08
12 163 "ADAMBAKKAM" "ADAMBAKKAM" "SANNATHY STREET" 3 2021-05-08
12 164 "PALAVANTHANGAL" "NANGANALLUR" "VEMBULIAMMAM KOIL STREET" 4 2021-05-08
12 164 "PALAVANTHANGAL" "NANGANALLUR" "NEHRU COLONY 19TH STREET" 3 2021-05-08
12 165 "NANGANALLUR" "NANGANALLUR" "NANGANALLUR 10TH STREET" 5 2021-05-08
12 165 "ADAMBAKKAM" "ADAMBAKKAM" "NEW COLONY 5TH STREET" 4 2021-05-08
12 165 "ADAMBAKKAM" "ADAMBAKKAM" "SURENDHRA NAGAR 6TH STREET" 3 2021-05-08
12 166 "NANGANALLUR" "B.V. NAGAR" "AMBEDKAR STREET" 5 2021-05-08
12 166 "NANGANALLUR" "B.V. NAGAR" "B.V. NAGAR 7TH STREET" 3 2021-05-08
12 166 "NANGANALLUR" "B.V. NAGAR" "B.V. NAGAR 13TH STREET" 3 2021-05-08
12 166 "NANGANALLUR" "B.V. NAGAR" "B.V. NAGAR 17TH STREET" 3 2021-05-08
12 167 "NANGANALLUR" "NEAR HINDU COLONY" "HINDU COLONY 7TH CROSS STREET" 4 2021-05-08
12 167 "NANGANALLUR" "NANGANALLUR" "M.M.T.C. COLONY" 4 2021-05-08
12 167 "NANGANALLUR" "NANGANALLUR" "VOLTAS COLONY EXTN" 3 2021-05-08
12 167 "NANGANALLUR" "NANGANALLUR" "NANGANALLUR 43RD STREET" 3 2021-05-08
12 167 "NANGANALLUR" "NANGANALLUR" "SBI COLONY EXTN" 3 2021-05-08
13 170 "Guindy" "Sidco Industrial Estate" "Kathipara Road" 5 2021-05-08
13 170 "Guindy" "Guindy" "Industrial Estate" 4 2021-05-08
13 170 "Ekkattuthangal" "Sathiya Nagar" "Sathiya Nagar 2nd  Street" 3 2021-05-08
13 172 "Kotturpuram" "Kotturpuram" "West Canal Road Housing Board" 4 2021-05-08
13 172 "Kottur" "Kottur" "Peeliamman Koil Street" 4 2021-05-08
13 172 "Kottur" "Kottur" "Ponni Amman Koil Street" 3 2021-05-08
13 172 "Kottur" "Kottur" "Naidu Street" 3 2021-05-08
13 173 "Raja Annamalai Puram" "Karpagam Avenue" "Karapagam Avenue 4th Street And Lane" 4 2021-05-08
13 173 "Raja Annamalai Puram" "Raja Annamalai Puram" "Greenways Road Or Dr.D.G.S.Dhinakaran Salai" 3 2021-05-08
13 173 "R.K.Nagar" "R.K. Nagar" "K.V.B. Garden Slum" 3 2021-05-08
13 173 "Mandavelipakkam" "Mandavelipakkam" "Raja Thottam Slum" 3 2021-05-08
13 173 "Raja Annamalai Puram" "Annai Sathya Nagar" "Annai Sathya Nagar 4th Street" 3 2021-05-08
13 174 "Velachery" "Maduvankarai" "Pillaiyar Koil Street" 6 2021-05-08
13 174 "Velachery" "Velachery" "Velachery Main Road" 4 2021-05-08
13 174 "Velachery" "Kannigapuram" "Kannigapuram 7th Street" 3 2021-05-08
13 175 "Adyar" "Gandhi Nagar" "Gandhi Nagar 4th Main Road" 6 2021-05-08
13 175 "Adyar" "K.B.Nagar" "Kamaraj Avenue 2nd Street" 5 2021-05-08
13 175 "Adyar" "Indira Nagar" "Indira Nagar 1st Avenue" 5 2021-05-08
13 175 "Adyar" "Indira Nagar" "C Sheds Indira Nagar" 4 2021-05-08
13 175 "Adyar" "Indira Nagar" "Indira Nagar 1st Lane" 3 2021-05-08
13 175 "Adyar" "Indira Nagar" "Iswarya Colony" 3 2021-05-08
13 175 "Adyar" "K.B.Nagar" "Kasthuribai Nagar 1st   Cross Street" 3 2021-05-08
13 175 "Adyar" "Indira Nagar" "Venkatarathinam Nagar Main Road" 3 2021-05-08
13 175 "Adyar" "Indira Nagar" "Indira Nagar 10th Cross Road" 3 2021-05-08
13 175 "Adyar" "Indira Nagar" "Indira Nagar 1st Main Road" 3 2021-05-08
13 176 "Adyar" "Sastri Nagar" "Sastri Nagar 1st Avenue" 4 2021-05-08
13 176 "Adyar" "Padmanabha Nagar" "Padmanabha Nagar 5th Street" 3 2021-05-08
13 177 "Velachery West" "A.G.S. Colony" "A.G.S Colony 4th Main Road" 6 2021-05-08
13 177 "Velachery West" "Telephone Colony" "Telephone Colony 1st Main Road" 6 2021-05-08
13 177 "Velachery West" "T.N.H.B. Colony" "T.N.H.B 12th  Lane" 4 2021-05-08
13 177 "Velachery West" "T.N.H.B. Colony" "T.N.H.B 67th  Lane" 4 2021-05-08
13 177 "Velachery West" "T.N.H.B. Colony" "T.N.H.B 40th  Lane" 4 2021-05-08
13 177 "Velachery West" "Gangai Nagar" "Gangai Nagar 4th Main Road" 3 2021-05-08
13 177 "Velachery West" "Brindavan Nagar" "Brindavan Nagar Extn. 2nd St" 3 2021-05-08
13 177 "Velachery West" "Nehru Nagar" "Nehru Nagar  Avvaiyar Street" 3 2021-05-08
13 177 "Velachery West" "Krishnaraja Nagar" "Krishnaraja Nagar Extn. 2nd St" 3 2021-05-08
13 178 "Velachery East" "Srinivasa Nagar" "Srinivasa Nagar Ist Street" 3 2021-05-08
13 179 "Velachery East" "Annai Indira Nagar" "Sasthiri Road" 4 2021-05-08
13 180 "Tharamani" "Thanthai Periyar Nagar" "Karunanidhi Street" 4 2021-05-08
13 181 "Thiruvanmiyur" "Thiruvanmiyur" "Valmiki Street" 5 2021-05-08
13 181 "Thiruvanmiyur" "Thiruvanmiyur" "Periyar Nagar" 5 2021-05-08
13 181 "Besant Nagar" "Besant Nagar" "Oodaikuppam Beach Road" 4 2021-05-08
13 181 "Thiruvanmiyur" "Laskhmipuram" "Gangai Amman Koil Street" 3 2021-05-08
13 182 "Thiruvanmiyur" "Thiruvalluvar Nagar" "Thiruvalluvar Nagar 33rd Cross Street" 4 2021-05-08
13 182 "Thiruvanmiyur" "Thiruvalluvar Nagar" "Thiruvalluvar Nagar 36th Cross Street" 3 2021-05-08
13 182 "Thiruvanmiyur" "Thiruvanmiyur" "Muttukadu Road East Coast Road" 3 2021-05-08
13 182 "Thiruvanmiyur" "Thiruvalluvar Nagar" "Thiruvalluvar Nagar 40th Cross Street" 3 2021-05-08
14 168 "Ullagaram" "Ullagaram" "MGR Street" 3 2021-05-08
14 169 "Puzhuthivakkam" "SENGALANIAMMAN KOIL STREET" "SENGALANIAMMAN KOIL STREET" 3 2021-05-08
14 169 "Puzhuthivakkam" "Ramalinga Nagar" "RAMALINGA NAGAR MAIN ROAD" 3 2021-05-08
14 183 "Kottivakkam" "Sangam Colony" "Kalathumettu street." 5 2021-05-08
14 183 "Kottivakkam" "Sri Venkateswara Nagar" "Sri Venkateswara Nagar 3rd Street" 4 2021-05-08
14 189 "Pallikaranai" "Thiru.V. Ka. Street" "Thiru.V. Ka. Street" 3 2021-05-08
14 189 "Pallikaranai" "Kamakotti Nagar" "Kamakotti Nagar 1st Main Road" 3 2021-05-08
14 189 "Pallikaranai" "Perumal Koil Street" "Perumal Koil Street" 3 2021-05-08
14 190 "Pallikaranai" "Adhipurieswarar Koil Street" "Adhipurieswarar Koil Street" 4 2021-05-08
15 194 "THORAIPAKKAM" "SECRETARIAT COLONY" "SECRETARIAT COLONY MAIN ROAD" 5 2021-05-08
15 194 "THORAIPAKKAM" "METTUKUPPAM" "PILLAIYAR KOIL STREET" 5 2021-05-08
15 194 "THORAIPAKKAM" "RAJU NAGAR" "RAJU NAGAR" 3 2021-05-08
15 196 "INJAMBAKKAM" "INJAMBAKKAM" "HANUMAN COLONY" 5 2021-05-08
15 196 "INJAMBAKKAM" "VETTUVANKANI" "CHINNADIKUPPAM MAIN ROAD" 5 2021-05-08
15 196 "INJAMBAKKAM" "INJAMBAKKAM" "BAJANAI KOIL STREET" 3 2021-05-08
15 196 "INJAMBAKKAM" "INJAMBAKKAM" "SAI BABA KOIL STREET" 3 2021-05-08
15 196 "INJAMBAKKAM" "INJAMBAKKAM" "DEVI NAGAR" 3 2021-05-08
15 197 "SHOLINGANALLUR" "SHOLINGANALLUR" "T. N. HOUSING BOARD  A ROAD" 5 2021-05-08
15 197 "SHOLINGANALLUR" "SHOLINGANALLUR" "VILLAGE HIGH ROAD" 3 2021-05-08
15 198 "SHOLINGANALLUR" "SHOLINGANALLUR" "ALAMELU MANGA PURAM NUKKAMPALAYAM LINK ROAD" 3 2021-05-08
1 1 "KATHIVAKKAM" "THIRUVALLUVAR NAGAR" "THIRUVALLUVAR NAGAR II ST" 2 2021-05-09
1 1 "KATHIVAKKAM" "VOC NAGAR" "V.O.C. Nagar 1st Block" 2 2021-05-09
1 1 "KATHIVAKKAM" "SVM NAGAR" "SVM NAGAR XIII ST" 1 2021-05-09
1 1 "KATHIVAKKAM" "NETTUKUPPAM" "NETTUKUPPAM VI TH  STREET" 1 2021-05-09
1 1 "KATHIVAKKAM" "SVM NAGAR" "SVM NAGAR XVII ST" 1 2021-05-09
1 1 "KATHIVAKKAM" "SVM NAGAR" "SVM NAGAR 2nd MAIN ROAD" 1 2021-05-09
1 1 "KATHIVAKKAM" "ULLAGANATHAPURAM" "ULAGANATHAPURAM IV ST" 1 2021-05-09
1 1 "KATHIVAKKAM" "NETTUKUPPAM" "NETTUKUPPAM II ST" 1 2021-05-09
1 1 "KATHIVAKKAM" "KAMARAJ NAGAR" "KAMARAJ NAGAR IV ST" 1 2021-05-09
1 1 "KATHIVAKKAM" "CHINNAKUPPAM" "CHINNAKUPPAM 2nd STREET" 1 2021-05-09
1 2 "KATHIVAKKAM" "KH ROAD" "KH ROAD" 1 2021-05-09
1 2 "KATHIVAKKAM" "PATHRAKALIAMMAN NAGAR" "PATHIRAKALIAMMAN NAGAR 1st  STREET" 1 2021-05-09
1 3 "ENNORE" "ANNAI SIVAGAMI NAGAR" "ANNAI SIVAGAMI NAGAR 2ND STREET" 1 2021-05-09
1 3 "ERNAVOOR" "NETHAJI NAGAR" "NETHAJI NAGAR 8TH STREET" 1 2021-05-09
1 3 "ERNAVOOR" "NETHAJI NAGAR" "NETHAJI NAGAR 2ND STREET" 1 2021-05-09
1 3 "ERNAVOOR" "ALL INDIA RADIO NAGAR" "Tsunami Quarters Block-131" 1 2021-05-09
1 3 "ENNORE" "ANNAI SIVAGAMI NAGAR" "ANNAI SIVAGAMI NAGAR 9TH STREET" 1 2021-05-09
1 4 "ERNAVOOR" "ERNEESWARAR NAGAR" "ERNEESWARAR KOIL STREET" 2 2021-05-09
1 4 "ERNAVOOR" "BAJANAI KOIL STREET" "BAJANAI KOIL STREET" 1 2021-05-09
1 4 "ERNAVOOR" "Ramanathapuram" "Ramanathapuram 3rd street" 1 2021-05-09
1 4 "ERNAVOOR" "BRINDAVAN NAGAR" "BRINDAVAN NAGAR EXTENSION" 1 2021-05-09
1 4 "ERNAVOOR" "BRINDAVAN NAGAR" "BRINDAVAN NAGAR" 1 2021-05-09
1 4 "ERNAVOOR" "KAMARAJ NAGAR" "KAMARAJ NAGAR 1 TO 6 TH ST" 1 2021-05-09
1 4 "ERNAVOOR" "MAHALIYAMMAN KOIL" "MAHALIYAMMAN STREET" 1 2021-05-09
1 5 "AJAX" "JEEVARATHINAMMAL NAGAR" "JEEVARATHINAMMAL NAGAR" 2 2021-05-09
1 5 "AJAX" "THIRUNAGAR" "THIRUNAGAR 2ND STREET" 2 2021-05-09
1 5 "ERNAVOOR" "Sakthipuram" "Sakthipuram  2nd Street" 2 2021-05-09
1 5 "AJAX" "Manickam Nagar" "Manickam Nagar 4th Cross Street" 1 2021-05-09
1 5 "ERNAVOOR" "Sakthipuram" "Sakthipuram main Road" 1 2021-05-09
1 5 "ERNAVOOR" "RAMAKRISHNA NAGAR" "RAMAKRISHNA NAGAR 4TH MAIN ROAD" 1 2021-05-09
1 5 "AJAX" "ANJUGAM NAGAR" "ANJUGAM NAGAR 2ND STREET" 1 2021-05-09
1 5 "WIMCO NAGAR" "SRI RANGAM NEW TOWN" "3RD MAIN ROAD" 1 2021-05-09
1 5 "ERNAVOOR" "RAMAKRISHNA NAGAR" "RAMAKRISHNA NAGAR 2ND MAIN ROAD" 1 2021-05-09
1 5 "ERNAVOOR" "Neithal Nagar" "Neithal Nagar 2nd Street" 1 2021-05-09
1 5 "WIMCO NAGAR" "AMBEDKAR NAGAR" "AMBEDKAR NAGAR 2ND STREET" 1 2021-05-09
1 5 "ERNAVOOR" "BHARATHIAR NAGAR" "5TH STREET" 1 2021-05-09
1 5 "AJAX" "THIRUNAGAR" "THIRUNAGAR 1ST STREET" 1 2021-05-09
1 6 "TIRUVOTTRIYUR" "JOTHI NAGAR" "JOTHI NAGAR 7TH STREET" 2 2021-05-09
1 6 "TIRUVOTTRIYUR" "T S GOPAL NAGAR" "2ND STREET" 2 2021-05-09
1 6 "TIRUVOTTRIYUR" "SHANMUGAPURAM" "SHANMUGAPURAM 3RD STREET" 2 2021-05-09
1 6 "TIRUVOTTRIYUR" "DR AMBEDKAR NAGAR" "DR AMBEDKAR NAGAR MAIN ROAD" 1 2021-05-09
1 6 "TIRUVOTTRIYUR" "RAJASHANMUGAM NAGAR" "RAJASHANMUGAM NAGAR 8TH STREET" 1 2021-05-09
1 6 "TIRUVOTTRIYUR" "RAJASHANMUGAM NAGAR" "RAJASHANMUGAM NAGAR 11 TH CROSS STREET" 1 2021-05-09
1 6 "TIRUVOTTRIYUR" "MURUGAPPA NAGAR" "ELANGO STREET" 1 2021-05-09
1 6 "TIRUVOTTRIYUR" "SAKTHI GANAPATHI NAGAR" "SAKTHI GANAPATHI NAGAR 1ST STREET" 1 2021-05-09
1 6 "TIRUVOTTRIYUR" "SARASWATHI NAGAR" "SARASWATHI NAGAR 12TH STREET" 1 2021-05-09
1 6 "TIRUVOTTRIYUR" "JOTHI NAGAR" "JOTHI NAGAR 4TH STREET" 1 2021-05-09
1 6 "TIRUVOTTRIYUR" "T.K.S.Nagar" "T.K.S.NAGAR 1st STREET" 1 2021-05-09
1 6 "TIRUVOTTRIYUR" "Subramaniyam Nagar" "Subramaniyam Nagar 2nd main Road" 1 2021-05-09
1 6 "TIRUVOTTRIYUR" "Subramaniyam Nagar" "Subramaniyam Nagar 2nd cross Street" 1 2021-05-09
1 6 "TIRUVOTTRIYUR" "SAKTHI GANAPATHI NAGAR" "SAKTHI GANAPATHI NAGAR 2ND STREET" 1 2021-05-09
1 6 "TIRUVOTTRIYUR" "Kalaignar Nagar" "Kalaignar Nagar 2nd Cross Street" 1 2021-05-09
1 7 "TIRUVOTTRIYUR" "RAJAJI NAGAR" "GANDHIJI STREET" 1 2021-05-09
