"Zone" "Ward" "Area" "Location" "Street" "Cases" "importDate"
14 188 "Madipakkam" "Periyar Nagar" "Periyar Nagar 6th Street" 1 2021-05-07
14 188 "Madipakkam" "Sadasiva Nagar" "Sadasiva Nagar 6th Main Rd" 1 2021-05-07
14 188 "Madipakkam" "Dr. Ambedkar Salai" "Dr. Ambedkar Salai" 1 2021-05-07
14 188 "Madipakkam" "Natarajan Street" "Natarajan Street" 1 2021-05-07
14 188 "Madipakkam" "Rajaji Nagar" "Rajaji Nagar  3rd Street" 1 2021-05-07
14 188 "Madipakkam" "Ezhil Avenue" "Ezhil Avenue" 1 2021-05-07
14 189 "Pallikaranai" "V.G.P. Shanthi Nagar" "V.G.P. Shanthi Nagar Bharthi Street" 2 2021-05-07
14 189 "Pallikaranai" "Kamakotti Nagar" "Kamakotti Nagar  2nd Main Road" 2 2021-05-07
14 189 "Pallikaranai" "Veerathamman 2nd Cross Street" "Veerathamman 2nd Cross Street" 2 2021-05-07
14 189 "Pallikaranai" "Vallalar Street" "Vallalar Street" 2 2021-05-07
14 189 "Pallikaranai" "Pallikaranai" "Thullukkanathamman Koil Street" 1 2021-05-07
14 189 "Pallikaranai" "Selvam Nagar" "Selvam Nagar Vallalar Cross Street" 1 2021-05-07
14 189 "Pallikaranai" "Manogar Nagar" "Manogar Nagar 6th Street" 1 2021-05-07
14 189 "Pallikaranai" "Rajalaksmi Nagar 2nd Main Road" "Rajalaksmi Nagar 2nd Main Road" 1 2021-05-07
14 189 "Pallikaranai" "I.I.T Colony" "I. I. T Colony 1st Main Road" 1 2021-05-07
14 189 "Pallikaranai" "Rajalaksmi Nagar" "Rajalaksmi Nagar 5th Cross Street" 1 2021-05-07
14 189 "Pallikaranai" "Pallikaranai" "Thullukkanathamman Koil 4th Street" 1 2021-05-07
14 189 "Pallikaranai" "Rajalakshmi Nagar" "Rajalakshmi Nagar 8th Cross St Extn" 1 2021-05-07
14 189 "Pallikaranai" "A.G.S. Colony" "A.G.S Colony 10th Street" 1 2021-05-07
14 189 "Pallikaranai" "Kamatchiyamman Nagar" "Kamatchiyamman Nagar 3rd Street" 1 2021-05-07
14 190 "Pallikaranai" "Ambal Nagar" "Dilli babu nagar 2 st street" 2 2021-05-07
14 190 "Pallikaranai" "Pallikaranai" "Chettinadu Enclave" 1 2021-05-07
14 190 "Pallikaranai" "Vivekanantha Nagar" "Vivekanantha Nagar 2nd Main Road" 1 2021-05-07
14 190 "Pallikaranai" "City babu Nagar" "City babu Nagar 1st Cross Street" 1 2021-05-07
14 190 "Pallikaranai" "Pallikaranai" "Ambal Nagar 1st Street" 1 2021-05-07
14 190 "Pallikaranai" "Vivakanantha Nagar 8th Cross Street" "Vivakanantha Nagar 8th Cross Street" 1 2021-05-07
14 190 "Pallikaranai" "Vivekanantha Nagar" "Vivekanantha Nagar 8th Cross Street" 1 2021-05-07
14 190 "Pallikaranai" "Lakshmi Narayana Perumal Koil Cross Street" "Lakshmi Narayana Perumal Koil Cross Street" 1 2021-05-07
14 190 "Pallikaranai" "Varadharajapuram" "Varadharajapuram Main Road" 1 2021-05-07
14 190 "Pallikaranai" "Vallal Pari Nagar" "Vallal Pari Nagar 18th Street" 1 2021-05-07
14 190 "Pallikaranai" "Prabhu Nagar" "Prabhu Nagar" 1 2021-05-07
14 190 "Pallikaranai" "Pallikaranai" "Erikkarai Street" 1 2021-05-07
14 190 "Pallikaranai" "Ambal Nagar" "Ambal Nagar" 1 2021-05-07
14 190 "Pallikaranai" "Pandian Nagar" "Pandian Nagar 1st Street" 1 2021-05-07
14 191 "Jaladianpet" "Nesavalar Nagar" "RajeevGandhi Street" 1 2021-05-07
14 191 "Jaladianpet" "Bharathiyar Street" "Bharathiyar Street Extn Cross Street" 1 2021-05-07
14 191 "Jaladianpet" "Jaladianpet" "Dr. Ramadoss Street" 1 2021-05-07
14 191 "Jaladianpet" "JAYACHANDRAN NAGAR" "JAYACHANDRAN NAGAR 1ST MAIN ROAD" 1 2021-05-07
14 191 "Jaladianpet" "Thiruvalluvar nagar" "Vidhya School Street Thiruvalluvar nagar" 1 2021-05-07
14 191 "Jaladianpet" "Subramani Nagar" "Subramani Nagar 1st Street" 1 2021-05-07
14 191 "JALADIANPET" "SELENE ESTAE APPROACH ROAD" "SELENE ESTAE APPROACH ROAD" 1 2021-05-07
14 191 "Jaladianpet" "ANCHANEYA NAGAr" "ANCHANEYA NAGAR THAKOOR STREET" 1 2021-05-07
14 191 "Jaladianpet" "ANCHANEYA NAGAr" "ANCHANEYA NAGAR KALAIVANAR STREET" 1 2021-05-07
14 191 "Jaladianpet" "Ex- Servicemen Colony" "Ex- Servicemen Colony 3rd  Street" 1 2021-05-07
14 191 "Jaladianpet" "Pallavan Nagar" "Pallavan Nagar Nagathamman kovil Street" 1 2021-05-07
14 191 "Jaladianpet" "JAYACHANDRAN NAGAR" "JAYACHANDRAN NAGAR 6TH MAIN ROAD" 1 2021-05-07
14 191 "Jaladianpet" "Nesavalar Nagar" "Periyar Salai" 1 2021-05-07
15 192 "NEELANGARAI" "SARASWATHY NAGAR" "SARASWATHY NAGAR NORTH 1ST MAIN ROAD" 2 2021-05-07
15 192 "NEELANGARAI" "WORKERS ESTIMATE" "WORKERS ESTATE 3RD  CROSS STREET" 2 2021-05-07
15 192 "NEELANGARAI" "BLUE BEACH" "BLUE BEACH LANE" 1 2021-05-07
15 192 "NEELANGARAI" "RAJA NAGAR" "RAJA NAGAR 1ST  MAIN ROAD" 1 2021-05-07
15 192 "NEELANGARAI" "GAJIRA GARDEN" "GAJIRA GARDEN 2ND CROSS STREET" 1 2021-05-07
15 192 "NEELANGARAI" "WORKERS ESTIMATE" "WORKERS ESTATE  5TH  CROSS STREET" 1 2021-05-07
15 192 "NEELANGARAI" "RAJENDRA NAGAR" "RAJENDRA NAGAR   2ND STREET" 1 2021-05-07
15 192 "NEELANGARAI" "NEELANGARAI" "PANDIAN SALAI" 1 2021-05-07
15 192 "NEELANGARAI" "SANTIP NAGAR" "SANTHIP  CROSS STREET" 1 2021-05-07
15 192 "NEELANGARAI" "BHARATHIYAR NAGAR" "BHARATHIYAR NAGAR   3RD STREET" 1 2021-05-07
15 192 "NEELANGARAI" "NEELANGARAI" "SENGENI AMMAN KOIL STREET" 1 2021-05-07
15 192 "NEELANGARAI" "KAPALEESWARA NAGAR" "KAPALEESWARA NAGAR SOUTH   T2ND CROSS ST" 1 2021-05-07
15 192 "NEELANGARAI" "SARASWATHY NAGAR" "SARASWATHY NAGAR NORTH 3RD STREET" 1 2021-05-07
15 192 "NEELANGARAI" "NEELANGARAI" "RUBY COMPLEX MAIN ROAD  4TH" 1 2021-05-07
15 192 "NEELANGARAI" "GAJIRA GARDEN" "GAJIRA GARDEN 1ST CROSS STREET" 1 2021-05-07
15 192 "NEELANGARAI" "ARIGNAR ANNA NAGAR" "ARIGNAR ANNA NAGAR  4TH STREET" 1 2021-05-07
15 192 "NEELANGARAI" "RAJENDRA NAGAR" "RAJENDRA NAGAR   7TH STREET" 1 2021-05-07
15 192 "NEELANGARAI" "SARASWATHY NAGAR" "SARASWATHY NAGAR SOUTH 2ND  MAIN ROAD 2ND  CROSS ST" 1 2021-05-07
15 192 "NEELANGARAI" "SINGARAVELAR NAGAR" "SINGARAVELAR 2ND  STREET" 1 2021-05-07
15 192 "NEELANGARAI" "NEELANGARAI" "SIVAN KOIL STREET" 1 2021-05-07
15 192 "NEELANGARAI" "KAPALEESWARA NAGAR" "KAPALEESWARA NAGAR  SOUTH  3RD CROSS ST" 1 2021-05-07
15 193 "THORAIPAKKAM" "MCN NAGAR" "MCN NAGAR EXTN. MAIN ROAD" 2 2021-05-07
15 193 "THORAIPAKKAM" "KARPAGA VINAYAGA NAGAR" "Karpagavinayagar 7th Main road" 2 2021-05-07
15 193 "THORAIPAKKAM" "PANDIAN NAGAR" "PANDIYAN NAGAR 2ND ST" 2 2021-05-07
15 193 "THORAIPAKKAM" "SAKTHI NAGAR" "SAKTHI NAGAR 9TH STREET" 1 2021-05-07
15 193 "THORAIPAKKAM" "THORAIPAKKAM" "THORAIPAKKAM" 1 2021-05-07
15 193 "THORAIPAKKAM" "MANGALAMBIGA NAGAR" "MANGALAMBIGA NAGAR 2ND MAIN ROAD" 1 2021-05-07
15 193 "THORAIPAKKAM" "KASTHURIBAI NAGAR" "KASTHURIBAI NAGAR 2ND LANE" 1 2021-05-07
15 193 "THORAIPAKKAM" "CUSTOMS COLONY" "CUSTOMS COLONY" 1 2021-05-07
15 193 "THORAIPAKKAM" "THORAIPAKKAM" "THERADI ST" 1 2021-05-07
15 193 "THORAIPAKKAM" "THORAIPAKKAM" "KASTHURI BAI NAGAR" 1 2021-05-07
15 193 "THORAIPAKKAM" "KARPAGA VINAYAGA NAGAR" "KARPAGA VINAYAGA NAGAR 4TH STREET" 1 2021-05-07
15 193 "THORAIPAKKAM" "KARPAGA VINAYAGA NAGAR" "KARPAGA VINAYAGA NAGAR" 1 2021-05-07
15 193 "THORAIPAKKAM" "CUSTOMS COLONY" "CUSTOMS COLONY MAIN ROAD" 1 2021-05-07
15 193 "THORAIPAKKAM" "SELVAKUMAR AVENUE" "SELVAKUMAR 1ST  CROSS STREET" 1 2021-05-07
15 193 "THORAIPAKKAM" "THORAIPAKKAM" "SRINIVASA NAGAR" 1 2021-05-07
15 193 "THORAIPAKKAM" "SAI NAGAR" "SAI NAGAR 2ND  CROSS STREET" 1 2021-05-07
15 193 "THORAIPAKKAM" "KASTHURIBAI NAGAR" "KASTHURIBAI NAGAR 14TH ST" 1 2021-05-07
15 194 "THORAIPAKKAM" "RAJU NAGAR" "RAJU NAGAR" 2 2021-05-07
15 194 "THORAIPAKKAM" "SECRETARIAT COLONY" "SECRETARIAT COLONY 2ND MAIN ROAD" 2 2021-05-07
15 194 "THORAIPAKKAM" "KUMARAN KUDIL" "KUMARAN KUDIL MAIN ROAD" 1 2021-05-07
15 194 "THORAIPAKKAM" "METTUKUPPAM" "PILLAIYAR KOIL STREET" 1 2021-05-07
15 196 "INJAMBAKKAM" "INJAMBAKKAM" "SHALIMAR GARDEN" 2 2021-05-07
15 196 "INJAMBAKKAM" "INJAMBAKKAM" "PILLAIYAR KOIL STREET" 2 2021-05-07
15 196 "INJAMBAKKAM" "INJAMBAKKAM" "OLIVE BEACH" 2 2021-05-07
15 196 "INJAMBAKKAM" "INJAMBAKKAM" "DEVI NAGAR 9TH STREET" 2 2021-05-07
15 196 "INJAMBAKKAM" "VETTUVANKANI" "BOOMBUKAR ST    VETTUVANKENI" 2 2021-05-07
15 196 "INJAMBAKKAM" "INJAMBAKKAM" "KAKKAN STREET" 1 2021-05-07
15 196 "INJAMBAKKAM" "VETTUVANKANI" "ECR BHARATHI  VETTUVANKENI" 1 2021-05-07
15 196 "INJAMBAKKAM" "INJAMBAKKAM" "BETHEL NAGAR 1ST CROSS STREET" 1 2021-05-07
15 196 "INJAMBAKKAM" "INJAMBAKKAM" "EAST COAST ROAD" 1 2021-05-07
15 196 "INJAMBAKKAM" "INJAMBAKKAM" "BETHEL NAGAR  3RD CROSS STREET" 1 2021-05-07
15 196 "INJAMBAKKAM" "INJAMBAKKAM" "THIRUVALLUVAR SALAI" 1 2021-05-07
15 196 "INJAMBAKKAM" "INJAMBAKKAM" "HARICHANDRAN SALAI" 1 2021-05-07
15 196 "INJAMBAKKAM" "INJAMBAKKAM" "BETHEL NAGAR" 1 2021-05-07
15 196 "INJAMBAKKAM" "INJAMBAKKAM" "BETHEL NAGAR 2ND SOUTH STREET" 1 2021-05-07
15 196 "INJAMBAKKAM" "INJAMBAKKAM" "BETHEL  NAGAR  5 TH CROSS  STREET" 1 2021-05-07
15 196 "INJAMBAKKAM" "VETTUVANKANI" "BARATHI CROSS STREET" 1 2021-05-07
15 196 "INJAMBAKKAM" "INJAMBAKKAM" "PONNIAMMAN KOIL STREET" 1 2021-05-07
15 196 "INJAMBAKKAM" "INJAMBAKKAM" "HANUMAN COLONY" 1 2021-05-07
15 196 "INJAMBAKKAM" "INJAMBAKKAM" "CHOZHAMANDALA DEVI II STREET" 1 2021-05-07
15 196 "INJAMBAKKAM" "INJAMBAKKAM" "GOWRIAMMAN KOIL STREET" 1 2021-05-07
15 196 "INJAMBAKKAM" "INJAMBAKKAM" "BETHEL NAGAR 6TH SOUTH STREET" 1 2021-05-07
15 197 "SHOLINGANALLUR" "SHOLINGANALLUR" "New Kumaran Nagar 1st Main Road" 2 2021-05-07
15 197 "SHOLINGANALLUR" "SHOLINGANALLUR" "BOOPATHY NAGAR MAIN ROAD" 2 2021-05-07
15 197 "KARAPAKKAM" "THENDRAL NAGAR" "KCG COLLEGE SALAI" 2 2021-05-07
15 197 "SHOLINGANALLUR" "SHOLINGANALLUR" "ELCOT AVENUE-CENTRAL PARK EASTREET" 2 2021-05-07
15 197 "KARAPAKKAM" "KARAPAKKAM" "KALIAMMAN KOIL MAIN STREET" 2 2021-05-07
15 197 "SHOLINGANALLUR" "SHOLINGANALLUR" "NARAYANASAMY NAGAR" 2 2021-05-07
15 197 "KARAPAKKAM" "KARAPAKKAM" "Bharathiyar street" 2 2021-05-07
15 197 "SHOLINGANALLUR" "SHOLINGANALLUR" "DEVARAJ NAGAR IST ST" 1 2021-05-07
15 197 "SHOLINGANALLUR" "SHOLINGANALLUR" "VILLAGE HIGH ROAD" 1 2021-05-07
15 197 "SHOLINGANALLUR" "SHOLINGANALLUR" "VILLAGE HIGH ROAD 13TH CROSS STREET" 1 2021-05-07
15 197 "KARAPAKKAM" "KARAPAKKAM" "ARINJAR ANNA 1ST CROSS STREET" 1 2021-05-07
15 197 "SHOLINGANALLUR" "SHOLINGANALLUR" "ELCOT AVENUE IST STREET" 1 2021-05-07
15 197 "SHOLINGANALLUR" "SHOLINGANALLUR" "VILLAGE HIGH ROAD ROAD" 1 2021-05-07
15 197 "KARAPAKKAM" "KARAPAKKAM" "SAPTHAGIRI NAGAR" 1 2021-05-07
15 197 "SHOLINGANALLUR" "SHOLINGANALLUR" "GANESH NAGAR 1ST STREET" 1 2021-05-07
15 197 "SHOLINGANALLUR" "SHOLINGANALLUR" "New Kumaran Nagar 2nd Main Road" 1 2021-05-07
15 197 "SHOLINGANALLUR" "SHOLINGANALLUR" "T. N. HOUSING BOARD  A ROAD" 1 2021-05-07
15 197 "SHOLINGANALLUR" "SHOLINGANALLUR" "GANDHI MAIN ROAD  - NEW KUMARAN NAGAR LINK ROAD" 1 2021-05-07
15 197 "KARAPAKKAM" "KARAPAKKAM" "Veerapandiyan street" 1 2021-05-07
15 197 "SHOLINGANALLUR" "SHOLINGANALLUR" "LALBAHADUR SASTRI STREET" 1 2021-05-07
15 197 "SHOLINGANALLUR" "SHOLINGANALLUR" "ELCOT AVENUE MAIN STREET" 1 2021-05-07
15 198 "SHOLINGANALLUR" "SHOLINGANALLUR" "HOUSING BOARD ROAD E14" 2 2021-05-07
15 198 "SHOLINGANALLUR" "SHOLINGANALLUR" "PONNIAMMAN KOIL IIND ST" 2 2021-05-07
15 198 "SHOLINGANALLUR" "SHOLINGANALLUR" "UMA MAHESWARI AVENUE" 2 2021-05-07
15 198 "SHOLINGANALLUR" "SHOLINGANALLUR" "PONNIAMMAN KOIL STREET" 2 2021-05-07
15 198 "SHOLINGANALLUR" "AKKARAI" "SUNRISE AVENUE" 2 2021-05-07
15 198 "SHOLINGANALLUR" "SHOLINGANALLUR" "HOUSING BOARD ROAD D30" 2 2021-05-07
15 198 "SHOLINGANALLUR" "PARAMESWARAN NAGAR" "PARAMESWARAN NAGAR ST" 1 2021-05-07
15 198 "SHOLINGANALLUR" "SHOLINGANALLUR" "BHARATHI NAGAR 4TH STREET" 1 2021-05-07
15 198 "SHOLINGANALLUR" "J NAGAR" "SEMMOZHI STREET" 1 2021-05-07
15 198 "SHOLINGANALLUR" "SHOLINGANALLUR" "BHARATHI NAGAR IST STREET" 1 2021-05-07
15 198 "SHOLINGANALLUR" "AKKARAI" "SAIBABA GARDEN" 1 2021-05-07
15 198 "SHOLINGANALLUR" "SHOLINGANALLUR" "Gandhi nagar" 1 2021-05-07
15 198 "SHOLINGANALLUR" "SHOLINGANALLUR" "Gandhi nagar ponniamman koil Street" 1 2021-05-07
15 199 "UTHANDI" "VGP NAGAR" "V.G.P LAY OUT 1ST MAIN ROAD" 1 2021-05-07
15 199 "UTHANDI" "UTHANDI" "BAJANAI KOIL STREET" 1 2021-05-07
15 200 "SEMMANCHERI" "SEMMANCHERI" "TNSCB 7TH AVENUE" 1 2021-05-07
15 200 "SEMMANCHERI" "SEMMANCHERI" "TNSCB 20TH CROSS STREET" 1 2021-05-07
15 200 "SEMMANCHERI" "SEMMANCHERI" "TNSCB 1S MAIN ROAD" 1 2021-05-07
15 200 "SEMMANCHERI" "SEMMANCHERI GROVE" "NAGAIYA SALAI" 1 2021-05-07
15 200 "SEMMANCHERI" "BHARATHY NAGAR" "BHARATHY NAGAR MAIN STREET" 1 2021-05-07
15 200 "SEMMANCHERI" "SEMMANCHERI" "RAJIV GANDHI ROAD OLD MAHABALIPURAM ROAD" 1 2021-05-07
15 200 "SEMMANCHERI" "SEMMANCHERI" "THULUKKANATHAMMAN KOIL STREET" 1 2021-05-07
1 1 "KATHIVAKKAM" "SVM NAGAR" "SVM NAGAR XV ST" 4 2021-05-07
1 1 "KATHIVAKKAM" "KAMARAJ NAGAR" "KAMARAJ NAGAR IV ST" 3 2021-05-07
1 1 "KATHIVAKKAM" "SVM NAGAR" "SVM NAGAR XIV ST" 3 2021-05-07
1 2 "KATHIVAKKAM" "GRAMATHERU" "GRAMATHERU" 3 2021-05-07
1 3 "ERNAVOOR" "KASI KOIL KUPPAM" "Periya kasi koil kuppam 1st street" 3 2021-05-07
1 4 "ERNAVOOR" "BAJANAI KOIL STREET" "BAJANAI KOIL STREET" 3 2021-05-07
1 5 "AJAX" "THIRUNAGAR" "THIRUNAGAR 2ND STREET" 3 2021-05-07
1 6 "TIRUVOTTRIYUR" "Kalaignar Nagar" "Kalaignar Nagar 10th Cross Street" 6 2021-05-07
1 6 "TIRUVOTTRIYUR" "RAJASHANMUGAM NAGAR" "RAJASHANMUGAM NAGAR 9TH STREET" 3 2021-05-07
1 6 "TIRUVOTTRIYUR" "Kalaignar Nagar" "Kalaignar Nagar 3rd Cross Street" 3 2021-05-07
1 7 "TIRUVOTTRIYUR" "BALAKRISHNA NAGAR" "HANSA ABINAV APARTMENT" 4 2021-05-07
1 8 "TIRUVOTTRIYUR" "BHARATHI NAGAR" "BARATHI NAGAR" 3 2021-05-07
1 9 "TIRUVOTTRIYUR" "VILLAGE STREET" "VILLAGE STREET LANE" 10 2021-05-07
1 10 "KALADIPET" "WEST MADA STREET" "WEST MADA STREET" 6 2021-05-07
1 11 "KALADIPET" "CHINNA METTU PALAYAM" "CHINNA METTU PALAYAM 2ND STREET" 6 2021-05-07
1 11 "TIRUVOTTRIYUR" "KANAKKAR LANE" "KANAKKAR STREET" 3 2021-05-07
1 12 "KALADIPET" "RAJAKADAI" "NEW STREET" 3 2021-05-07
1 13 "TIRUVOTTRIYUR" "SATHANGADU" "PERUMAL KOIL STREET" 6 2021-05-07
1 14 "THANGAL" "BEERPAILWAN DHARGA" "SADANANDHAPURAM A BLOCK" 4 2021-05-07
2 15 "EDYANCHAVADI" "MANALI NEW TOWN" "BLOCK NO.53,54,55,55H,5,58" 3 2021-05-07
2 15 "EDYANCHAVADI" "MANALI NEW TOWN" "BLOCK-38" 3 2021-05-07
2 19 "MATHUR" "MMDA" "MMDA 1ST MAIN ROAD" 3 2021-05-07
3 22 "Puthagaram" "Near Pillayar Koil" "Pillayar Koil street" 5 2021-05-07
3 22 "KAVANKARAI" "Thiruneelagandar Nagar" "Thiruneelagandar Nagar 5th Part" 4 2021-05-07
3 22 "KAVANKARAI" "Thiruneelagandar Nagar" "Thiruneelagandar Nagar 1st Part" 4 2021-05-07
3 22 "PUZHAL" "Adhinath Bagavan Garden Main" "Adhinath Bagavan Garden" 3 2021-05-07
3 22 "KAVANKARAI" "Kannadapalayam" "Thru.Vi.Ka. Main  Street" 3 2021-05-07
3 23 "PUZHAL" "CAMP" "AMBATTUR ROAD" 4 2021-05-07
3 24 "Soorapattu" "Soorapattu east" "Puzhal Ambattur Main Road Bhavani Palms" 5 2021-05-07
3 24 "Puthagaram" "Near Godson School" "THIRUMAL NAGAR 2ND MAIN ROAD" 5 2021-05-07
3 24 "Puthagaram" "Near E.B.Office" "SARATHI NAGAR EXTN. 7TH STREET" 5 2021-05-07
3 24 "Puthagaram" "Near Godson School" "GRACE NAGAR 2ND STREET" 4 2021-05-07
3 25 "KATHIRVEDU" "Kathirvedu West" "VMK NAGAR  MAIN 2ND STREET" 3 2021-05-07
3 27 "MADHAVARAM" "MANDAIVELI" "CHELLIAMMAN KOIL ST" 4 2021-05-07
3 27 "MADHAVARAM" "MANDAIVELI" "PERUMAL KOIL 1ST STREET" 3 2021-05-07
3 30 "MADHAVARAM" "MRH ROAD" "BHARATHIAR ST" 5 2021-05-07
3 30 "MADHAVARAM" "MRH ROAD" "Natesan Nagar" 4 2021-05-07
3 30 "MADHAVARAM" "MADHAVARAM MARKET" "MRH ROAD" 3 2021-05-07
3 31 "MADHAVARAM" "MRH ROAD" "SATHYARAJ NAGAR" 3 2021-05-07
3 32 "LAKSHMIPURAM - MADHAVARAM" "VIVEKANANDA ST" "THILAGAR ST, VIVEKANANDA ST" 3 2021-05-07
3 33 "PONNIAMMANMEDU-MADHAVARAM" "MOOLAKADAI" "ANNAI SATHYA NAGAR,CHENNAI 600110" 4 2021-05-07
3 33 "PONNIAMMANMEDU-MADHAVARAM" "PONNIAMMANMEDU" "ANNAPOORANA NAGAR" 3 2021-05-07
4 36 "Kodungaiyur" "T.V.Nagar" "T.V.Nagar 5th Main Road" 5 2021-05-07
4 36 "Erukkencherry" "Sulpunal Karai" "Maraimalai Adigal St" 3 2021-05-07
4 36 "Vyasarpadi" "Sharma Nagar" "Sharma Nagar 2nd Street" 3 2021-05-07
4 36 "Vyasarpadi" "Sharma Nagar" "Erukenchery High Road" 3 2021-05-07
4 36 "Kodungaiyur" "Vasugi Nagar" "Vasugi Nagar 3rd Street" 3 2021-05-07
4 37 "Kodungaiyur" "K.M Nagar" "Lenin St" 3 2021-05-07
4 37 "Kodungaiyur" "K.M Nagar" "Vivekananda Street" 3 2021-05-07
4 37 "Kodungaiyur" "K.M Nagar" "Valluvar Street" 3 2021-05-07
4 37 "Vyasarpadi" "M.K.B. Nagar" "Vasantham Garden" 3 2021-05-07
4 38 "Tondiarpet" "Tondiarpet" "C.I.S.F QUERTERS" 11 2021-05-07
4 41 "Korukkupet" "J.J.Nagar" "J.J. Nagar, B Street," 5 2021-05-07
4 43 "Royapuram" "Kasipuram" "Kasipuram B Block 10th Lane" 3 2021-05-07
4 43 "Tondiarpet" "Tondiarpet" "Thandavaraya Gramini Street" 3 2021-05-07
4 45 "Vyasarpadi" "Vyasarpadi" "Rathinam 1st Street" 4 2021-05-07
4 47 "Korukkupet" "Korukkupet" "C.B. Road" 3 2021-05-07
4 48 "Old Washermenpet" "Old Washermenpet" "Basuvaian  Street" 4 2021-05-07
5 49 "Old Washermenpet" "Gollavar Agraharam" "G.A Road" 12 2021-05-07
5 49 "Old Washermenpet" "Old Washermenpet" "New Solaiyappan Street" 7 2021-05-07
5 49 "Old Washermenpet" "Old Washermenpet" "Sanjivarayan Koil Street" 6 2021-05-07
5 49 "Old Washermenpet" "Old Washermenpet" "Kappal Bolu Chetty Street" 3 2021-05-07
5 49 "Tondiarpet" "Tondiarpet" "Thandavaraya Gramini Street" 3 2021-05-07
5 49 "Royapuram" "Royapuram" "Old Amaravathipuram Alias Old Amaranjipuram" 3 2021-05-07
5 50 "Royapuram" "Royapuram" "Badhala Vigneshwarar Koil Street" 7 2021-05-07
5 50 "Royapuram" "Royapuram" "Arthoon Road" 5 2021-05-07
5 50 "Royapuram" "Royapuram" "Kalmandapam Road East" 3 2021-05-07
5 50 "Royapuram" "Royapuram" "Thambu Lane" 3 2021-05-07
5 51 "Old Washermenpet" "Old Washermenpet" "Narayanappa  Naiken 7th Lane" 4 2021-05-07
5 51 "Old Washermenpet" "Old Washermenpet" "Perambalu Chetty Street" 4 2021-05-07
5 51 "Old Washermenpet" "Old Washermenpet" "Jandara Pillayar Koil Street" 3 2021-05-07
5 52 "Royapuram" "Royapuram" "Adam Sahib Street" 12 2021-05-07
5 52 "Royapuram" "Brandan Garden" "B.C Press Road" 4 2021-05-07
5 53 "Kondithoppu" "Kondithoppu" "Padavattamman Koil Street Police Quarters" 3 2021-05-07
5 54 "Sowcarpet" "Sowcarpet" "Thirupalli Street" 7 2021-05-07
5 54 "Kondithoppu" "Kondithoppu" "Mint Street" 3 2021-05-07
5 55 "George Town" "Seven Wells" "Palayappan Street" 3 2021-05-07
5 56 "George Town" "Broadway" "Thaiyappa Mudali Street" 5 2021-05-07
5 56 "George Town" "Muthial Pet" "Kachaleeswarar Garden" 4 2021-05-07
5 56 "George Town" "Muthial Pet" "Chenganzhuneer Pillaiyar Koil Street Alias New Street" 4 2021-05-07
5 56 "George Town" "Muthial Pet" "Ramasamy Street" 3 2021-05-07
5 56 "Broadway" "Broadway" "Pedariyar Koil Street" 3 2021-05-07
5 56 "Broadway" "Broadway" "Bundar Rama  Naicken Slum Area" 3 2021-05-07
5 57 "Sowcarpet" "George Town" "Veerappan Street" 4 2021-05-07
5 57 "Sowcarpet" "Voc Nagar" "Irulappan Street" 4 2021-05-07
5 58 "Vepery" "Vepery" "Rithedron Road" 6 2021-05-07
5 58 "Vepery" "Vepery" "Vepery High Road" 5 2021-05-07
5 58 "Choolai" "Choolai" "Avadhana Papaier Road" 3 2021-05-07
5 58 "Choolai" "Choolai" "Sydenhams Road" 3 2021-05-07
5 58 "Choolai" "Choolai" "Kalathiyappa Street" 3 2021-05-07
5 59 "Edapalayam" "Edapalayam" "Evr Salai" 4 2021-05-07
5 59 "Chepauk" "Chepauk" "Thayar Street" 3 2021-05-07
5 59 "Edapalayam" "Edapalayam" "Mint Street" 3 2021-05-07
5 60 "V.O.C Nagar" "Clive Battery" "Ibrahim Sahib Street" 4 2021-05-07
5 60 "George Town" "George Town" "Linghi Chetty Street" 3 2021-05-07
5 60 "V.O.C Nagar" "Mannady" "Angappan Naickan Street" 3 2021-05-07
5 61 "Egmore" "Egmore" "Marshall Road" 21 2021-05-07
5 61 "Egmore" "Egmore" "Sait Colony 2nd Street" 12 2021-05-07
5 61 "Pudupet" "Pudupet" "Driver Street" 11 2021-05-07
5 61 "Egmore" "Egmore" "Pantheon Road" 7 2021-05-07
5 61 "Egmore" "Egmore" "Aravamudu Garden" 6 2021-05-07
5 61 "Egmore" "Egmore" "Police Commissioner Office Road" 4 2021-05-07
5 61 "Egmore" "Egmore" "Halls Road" 3 2021-05-07
5 62 "Chindatripet" "Chindatripet" "Kalavai Street" 3 2021-05-07
5 63 "Pudupet" "Pudupet" "Nagappa Mudali Street" 3 2021-05-07
6 64 "Kolathur" "Poompuhar Nagar" "Poompuhar Nagar 7th Street" 6 2021-05-07
6 64 "Kolathur" "Balaji Nagar" "Balaji Nagar Main Road" 4 2021-05-07
6 64 "Kolathur" "Kolathur Village" "Kolathur Village North Meda Street" 4 2021-05-07
6 64 "Kolathur" "Ahsoka Avenue" "Ashoka Avenue Ii Main Road" 4 2021-05-07
6 64 "Kolathur" "Thirupathi Nagar Extn" "Thirupathy Nagar Extn. Jawahar St" 3 2021-05-07
6 64 "Kolathur" "Siva Sakthi Nagar" "Siva Sakthi Nagar Ii Street" 3 2021-05-07
6 64 "Kolathur" "Poompuhar Nagar" "Poompuhar Nagar I Main Road" 3 2021-05-07
